employee_id,department,years_at_company,satisfaction_score,last_evaluation,salary_usd,left_company
EMP-4131,Finance,11,2.8,3.3,176600,0
EMP-4132,Sales,6,3.6,4.2,72720,0
EMP-4133,Engineering,12,4.6,3.5,187146,0
EMP-4134,Finance,13,2.5,2.3,147787,0
EMP-4135,HR,4,1.1,1.4,107500,0
EMP-4136,Finance,1,4.5,1.5,127232,0
EMP-4137,Engineering,9,2.8,3.0,150196,0
EMP-4138,Marketing,3,2.5,3.4,105995,0
EMP-4139,Marketing,5,4.9,5.0,180950,0
EMP-4140,Marketing,7,1.1,1.1,52223,1
EMP-4141,Sales,4,3.5,2.3,151763,0
EMP-4142,Engineering,8,2.6,4.3,138496,1
EMP-4143,Engineering,9,3.2,3.0,111658,1
EMP-4144,Marketing,14,4.7,2.4,114633,0
EMP-4145,Engineering,10,3.7,3.7,176510,0
EMP-4146,Marketing,7,4.6,4.7,178530,0
EMP-4147,Engineering,4,1.6,4.4,82403,0
EMP-4148,Finance,15,3.5,1.4,113061,0
EMP-4149,Engineering,5,4.6,4.1,158836,0
EMP-4150,HR,12,3.6,2.7,72175,0
EMP-4151,Marketing,10,1.6,1.7,107979,0
EMP-4152,Marketing,10,2.2,4.7,57850,1
EMP-4153,HR,8,2.6,4.5,185933,0
EMP-4154,Marketing,8,2.7,2.0,123072,0
EMP-4155,Finance,11,2.4,1.6,59894,1
EMP-4156,Marketing,5,4.4,1.4,87024,0
EMP-4157,Sales,11,3.2,1.7,61636,0
EMP-4158,Marketing,11,4.4,3.7,198775,0
EMP-4159,Sales,10,4.0,2.4,54251,1
EMP-4160,Marketing,4,2.3,2.4,126521,1
EMP-4161,Finance,15,2.6,4.6,110432,0
EMP-4162,Sales,15,3.9,3.8,119828,0
EMP-4163,Finance,3,2.2,2.3,91198,0
EMP-4164,HR,15,2.2,1.6,53822,1
EMP-4165,HR,6,3.9,1.8,178959,0
EMP-4166,Engineering,1,3.4,3.8,164468,0
EMP-4167,Engineering,11,3.9,4.3,112984,0
EMP-4168,Sales,12,4.7,4.9,124135,0
EMP-4169,Sales,4,2.1,1.7,54088,1
EMP-4170,Sales,9,1.2,1.7,183976,1
EMP-4171,HR,11,4.0,1.8,142376,0
EMP-4172,HR,8,3.6,2.9,172246,0
EMP-4173,Finance,15,4.2,2.7,125601,0
EMP-4174,HR,7,4.3,1.5,114708,0
EMP-4175,Marketing,3,2.7,2.5,185765,0
EMP-4176,Sales,1,4.3,3.3,179412,0
EMP-4177,Sales,13,3.3,4.8,122450,0
EMP-4178,HR,10,4.5,3.5,163710,0
EMP-4179,Finance,6,2.2,2.7,174214,0
EMP-4180,Sales,15,2.2,1.7,88784,1
EMP-4181,Finance,4,1.7,4.3,197498,1
EMP-4182,HR,6,1.3,1.1,141148,0
EMP-4183,HR,4,4.1,3.3,152891,0
EMP-4184,Marketing,10,3.1,3.9,186050,0
EMP-4185,Sales,11,1.1,4.2,121467,0
EMP-4186,Marketing,6,2.5,1.9,141714,0
EMP-4187,Engineering,11,2.8,4.9,121658,0
EMP-4188,Engineering,10,3.3,1.9,114658,0
EMP-4189,Sales,5,3.7,1.7,160316,0
EMP-4190,Finance,9,4.1,4.8,123492,1
EMP-4191,Finance,12,3.3,3.7,100965,0
EMP-4192,Sales,10,3.6,3.8,113095,0
EMP-4193,Marketing,2,1.4,2.7,181652,0
EMP-4194,Engineering,10,4.5,4.9,178888,0
EMP-4195,Engineering,7,3.1,4.0,63993,1
EMP-4196,Sales,6,1.9,2.6,82834,1
EMP-4197,Sales,13,3.9,4.9,187504,0
EMP-4198,Engineering,12,1.2,2.5,183355,0
EMP-4199,HR,10,3.2,2.7,88687,0
EMP-4200,HR,6,3.2,2.6,97195,0
EMP-4201,Engineering,5,2.6,3.3,135332,0
EMP-4202,Finance,6,2.7,3.1,142003,0
EMP-4203,HR,7,4.9,3.3,90475,0
EMP-4204,Finance,2,2.1,2.8,178234,1
EMP-4205,Engineering,11,1.4,1.2,159674,1
EMP-4206,Marketing,1,2.0,2.5,118165,0
EMP-4207,Finance,12,3.3,2.1,145339,0
EMP-4208,Finance,13,3.9,2.0,102509,0
EMP-4209,HR,13,4.4,2.8,187611,0
EMP-4210,Marketing,9,3.9,1.2,147529,0
EMP-4211,Sales,13,1.7,3.1,181644,0
EMP-4212,Marketing,5,2.5,2.0,125409,0
EMP-4213,HR,14,3.5,4.6,157686,0
EMP-4214,Engineering,5,2.3,2.7,184201,0
EMP-4215,Sales,6,2.8,4.9,81496,0
EMP-4216,Finance,11,1.6,3.4,129087,0
EMP-4217,Marketing,14,2.6,2.2,123618,0
EMP-4218,Sales,8,3.0,2.7,105301,0
EMP-4219,Engineering,9,2.2,4.0,102901,1
EMP-4220,Marketing,10,1.4,1.6,170900,0
EMP-4221,Marketing,6,3.2,3.2,143006,1
EMP-4222,HR,10,4.3,2.9,134924,1
EMP-4223,Marketing,15,2.7,2.3,51738,1
EMP-4224,Engineering,8,3.1,4.2,144754,0
EMP-4225,Finance,3,1.0,2.1,74342,0
EMP-4226,Engineering,7,4.1,1.5,68063,0
EMP-4227,Marketing,2,1.3,3.9,82080,1
EMP-4228,Engineering,12,4.4,5.0,83668,0
EMP-4229,Sales,2,2.1,4.2,95022,1
EMP-4230,Sales,10,4.8,4.0,132208,0
EMP-4231,Sales,9,4.2,1.7,60090,1
EMP-4232,Engineering,11,4.1,2.5,91926,0
EMP-4233,Sales,2,2.0,2.2,180574,1
EMP-4234,Finance,10,3.0,2.3,63224,0
EMP-4235,HR,5,2.6,2.1,199040,0
EMP-4236,Sales,10,1.9,3.6,189836,0
EMP-4237,Engineering,5,1.2,2.6,67622,0
EMP-4238,Finance,1,1.7,2.5,80080,0
EMP-4239,Marketing,15,2.5,4.8,107516,0
EMP-4240,HR,10,4.3,4.8,78697,1
EMP-4241,Engineering,10,4.0,1.8,187668,0
EMP-4242,Finance,10,4.8,4.9,124968,0
EMP-4243,Finance,10,1.2,4.4,167189,1
EMP-4244,Marketing,3,4.3,2.0,160268,0
EMP-4245,Finance,13,4.8,2.3,62681,0
EMP-4246,HR,8,4.0,1.8,96608,1
EMP-4247,HR,8,4.7,2.4,93939,0
EMP-4248,Sales,10,2.8,3.9,71268,1
EMP-4249,Engineering,11,1.8,1.9,156992,0
EMP-4250,HR,5,3.3,4.1,114597,0
EMP-4251,HR,7,2.1,1.8,121445,1
EMP-4252,Engineering,14,2.0,4.3,174401,1
EMP-4253,Engineering,10,4.5,3.9,176378,0
EMP-4254,Engineering,5,2.2,3.7,80760,1
EMP-4255,Engineering,5,1.7,4.3,143276,0
EMP-4256,Finance,8,3.9,3.6,153506,0
EMP-4257,Finance,10,4.6,1.9,54090,0
EMP-4258,Marketing,8,4.6,1.5,107820,0
EMP-4259,Engineering,13,2.2,1.3,164204,0
EMP-4260,Sales,11,3.8,4.2,108648,0
EMP-4261,Finance,12,3.2,3.4,119685,0
EMP-4262,Engineering,15,1.5,2.9,161289,0
EMP-4263,Engineering,7,4.2,2.7,91615,0
EMP-4264,Marketing,6,4.1,2.4,198714,0
EMP-4265,Marketing,8,4.3,1.2,183717,0
EMP-4266,HR,3,2.9,3.9,89951,0
EMP-4267,Sales,15,2.5,1.0,183354,0
EMP-4268,Sales,4,1.5,2.2,96952,1
EMP-4269,Sales,8,4.8,2.1,62479,0
EMP-4270,Sales,10,2.5,4.8,140292,0
EMP-4271,Engineering,4,1.7,2.0,69315,0
EMP-4272,Sales,9,3.6,1.9,191185,1
EMP-4273,Engineering,13,1.7,1.4,181722,1
EMP-4274,Finance,11,4.6,4.3,151628,0
EMP-4275,Marketing,3,4.2,1.0,74577,0
EMP-4276,Finance,7,2.5,2.5,178497,0
EMP-4277,Sales,2,2.1,2.8,153590,1
EMP-4278,Sales,15,2.9,2.9,118193,0
EMP-4279,Engineering,5,3.3,3.2,140781,0
EMP-4280,Engineering,13,1.6,4.6,132851,0
EMP-4281,Engineering,10,3.6,4.2,56273,0
EMP-4282,HR,8,4.3,2.3,142949,0
EMP-4283,HR,5,4.2,2.4,167140,0
EMP-4284,HR,6,2.0,3.3,115803,0
EMP-4285,Marketing,9,3.7,3.5,82851,0
EMP-4286,Finance,15,3.7,1.5,65870,0
EMP-4287,Engineering,13,2.4,2.3,165756,0
EMP-4288,Finance,1,3.5,2.3,108997,0
EMP-4289,Marketing,1,3.3,1.2,138333,0
EMP-4290,Marketing,13,3.3,3.6,100162,0
EMP-4291,Sales,11,1.3,2.6,130246,0
EMP-4292,HR,14,5.0,2.4,199272,1
EMP-4293,HR,2,3.4,4.6,130251,0
EMP-4294,Engineering,6,2.7,4.0,108907,0
EMP-4295,Marketing,6,3.3,1.4,131924,0
EMP-4296,Sales,5,1.6,2.3,152969,1
EMP-4297,HR,7,3.1,4.8,188981,0
EMP-4298,Finance,13,1.2,4.2,178697,1
EMP-4299,Sales,5,3.9,2.0,142530,0
EMP-4300,Finance,14,3.3,1.5,178448,0
EMP-4301,HR,11,2.6,4.4,79902,1
EMP-4302,Sales,10,1.3,4.0,71838,1
EMP-4303,Sales,4,2.4,4.4,54503,0
EMP-4304,Sales,3,1.3,4.9,64508,0
EMP-4305,Engineering,8,3.4,3.0,132941,0
EMP-4306,Marketing,15,2.5,3.8,98040,0
EMP-4307,Finance,6,1.4,1.2,115734,0
EMP-4308,Engineering,10,1.7,2.3,195974,0
EMP-4309,Sales,10,2.8,1.6,62698,0
EMP-4310,HR,8,2.6,2.5,126459,0
EMP-4311,HR,12,1.6,3.9,188995,0
EMP-4312,Engineering,15,2.0,3.5,82219,1
EMP-4313,Engineering,1,3.2,2.6,86462,0
EMP-4314,HR,6,3.5,4.5,168782,0
EMP-4315,Sales,4,3.3,3.0,60093,0
EMP-4316,Marketing,1,1.3,1.5,69649,0
EMP-4317,Marketing,4,4.7,4.8,149229,0
EMP-4318,Sales,12,3.9,1.9,57683,0
EMP-4319,Marketing,8,2.6,1.4,177636,0
EMP-4320,Sales,11,3.2,1.2,113891,0
EMP-4321,HR,8,4.7,3.7,165402,0
EMP-4322,Marketing,12,3.0,3.7,195740,0
EMP-4323,HR,5,1.7,2.9,152340,1
EMP-4324,Finance,1,1.4,1.2,97988,1
EMP-4325,Sales,4,4.5,4.7,81656,0
EMP-4326,HR,12,1.9,1.7,131871,0
EMP-4327,Marketing,14,4.1,3.0,88794,0
EMP-4328,Marketing,11,1.8,4.0,103576,0
EMP-4329,Sales,15,3.3,2.0,164382,0
EMP-4330,Marketing,12,4.1,3.0,104647,0
EMP-4331,Sales,11,4.2,1.7,178097,0
EMP-4332,Finance,8,3.9,1.7,187169,0
EMP-4333,Finance,10,2.4,2.6,188654,0
EMP-4334,HR,4,2.4,3.8,75459,1
EMP-4335,Engineering,13,4.7,2.8,62761,0
EMP-4336,Finance,4,3.2,3.3,74535,0
EMP-4337,Marketing,2,4.1,2.0,151195,0
EMP-4338,Sales,5,1.2,2.5,110073,0
EMP-4339,Finance,8,3.6,2.1,176479,0
EMP-4340,Finance,6,3.7,4.2,126784,0
EMP-4341,Finance,11,2.5,4.2,121253,0
EMP-4342,Marketing,13,3.4,4.7,63171,0
EMP-4343,Marketing,7,3.9,4.6,162847,0
EMP-4344,HR,9,3.0,1.9,57966,1
EMP-4345,HR,13,4.7,3.6,180466,0
EMP-4346,Finance,14,1.4,3.9,51418,1
EMP-4347,Finance,14,4.9,4.6,68331,1
EMP-4348,Engineering,8,4.7,2.5,133124,0
EMP-4349,Sales,7,4.7,4.3,101904,0
EMP-4350,Sales,2,4.9,3.1,70651,0
EMP-4351,HR,3,2.6,3.8,104879,0
EMP-4352,Engineering,7,1.3,2.0,73343,1
EMP-4353,Sales,1,3.1,4.3,109453,0
EMP-4354,HR,7,4.7,2.3,170363,0
EMP-4355,Marketing,5,1.8,3.5,135295,1
EMP-4356,Finance,7,3.1,4.0,149900,0
EMP-4357,HR,12,4.2,2.7,109053,0
EMP-4358,Marketing,3,2.6,4.9,87141,1
EMP-4359,Marketing,6,4.2,1.2,162333,1
EMP-4360,Finance,3,2.8,3.8,83905,0
EMP-4361,HR,10,2.5,3.6,170650,0
EMP-4362,HR,4,3.8,2.9,112747,0
EMP-4363,Marketing,7,1.1,3.9,162462,1
EMP-4364,HR,4,4.4,2.1,177281,0
EMP-4365,Engineering,2,1.8,1.3,191236,1
EMP-4366,Sales,9,3.2,4.4,93804,0
EMP-4367,Finance,1,1.5,4.9,173662,0
EMP-4368,Engineering,15,2.7,2.4,85736,0
EMP-4369,HR,2,2.6,1.6,147106,0
EMP-4370,Engineering,6,4.5,1.3,101845,1
EMP-4371,Finance,7,3.9,4.0,161819,0
EMP-4372,HR,2,2.9,3.5,50865,0
EMP-4373,Sales,7,3.2,3.5,149704,0
EMP-4374,Marketing,2,2.9,4.9,158520,0
EMP-4375,Finance,2,2.3,1.6,59906,1
EMP-4376,Engineering,13,4.4,1.1,97660,0
EMP-4377,Engineering,4,1.5,4.4,161864,0
EMP-4378,Engineering,3,3.3,2.0,55561,0
EMP-4379,Engineering,12,1.8,4.2,53082,1
EMP-4380,Marketing,14,2.7,4.4,183498,0
EMP-4381,HR,4,3.6,3.0,149874,0
EMP-4382,Marketing,6,4.3,4.8,169334,0
EMP-4383,HR,4,4.2,4.3,64845,0
EMP-4384,Sales,11,4.1,3.2,177708,0
EMP-4385,Marketing,10,2.9,4.3,84398,0
EMP-4386,HR,7,1.1,3.4,162806,1
EMP-4387,HR,6,1.8,4.0,121413,0
EMP-4388,Sales,12,1.9,1.2,158849,1
EMP-4389,Sales,1,4.1,1.2,136160,0
EMP-4390,Finance,11,3.3,3.2,106673,0
EMP-4391,Finance,14,1.2,3.0,118293,0
EMP-4392,Marketing,7,3.5,3.5,141888,0
EMP-4393,Sales,5,2.9,4.9,162197,1
EMP-4394,Finance,10,2.2,4.7,107794,1
EMP-4395,HR,15,3.8,1.3,163912,1
EMP-4396,Sales,5,1.9,4.0,138102,0
EMP-4397,Sales,11,4.7,3.4,94574,0
EMP-4398,Finance,3,1.2,3.1,90170,1
EMP-4399,Finance,1,2.7,4.5,179964,0
EMP-4400,HR,8,3.6,1.2,193313,0
EMP-4401,Engineering,7,2.3,3.4,77273,1
EMP-4402,HR,14,4.6,2.0,107281,0
EMP-4403,Marketing,7,1.3,4.8,141834,1
EMP-4404,Finance,13,2.0,3.8,134406,0
EMP-4405,Finance,4,3.9,1.5,185575,0
EMP-4406,Engineering,4,2.2,1.9,198529,0
EMP-4407,Sales,10,3.9,1.5,101087,0
EMP-4408,Marketing,4,4.9,3.9,190078,0
EMP-4409,Finance,13,3.8,4.3,180862,0
EMP-4410,Marketing,11,3.7,1.9,145317,1
EMP-4411,Sales,12,2.8,3.2,67562,0
EMP-4412,Sales,8,4.2,2.9,91139,0
EMP-4413,Sales,9,3.2,1.6,189027,0
EMP-4414,Engineering,11,1.2,2.2,108616,1
EMP-4415,HR,5,1.9,3.5,112350,1
EMP-4416,HR,7,2.0,4.6,144754,1
EMP-4417,Finance,11,1.0,1.9,134438,0
EMP-4418,Engineering,13,3.4,3.2,119672,0
EMP-4419,Marketing,7,1.9,1.3,144443,0
EMP-4420,Finance,6,4.0,1.6,147556,0
EMP-4421,Engineering,12,4.7,2.5,123280,0
EMP-4422,Marketing,15,3.4,1.1,124342,0
EMP-4423,Engineering,2,1.4,1.6,88490,0
EMP-4424,Sales,9,2.3,3.8,115668,0
EMP-4425,Sales,9,2.2,3.6,188168,0
EMP-4426,Marketing,3,3.3,4.2,169080,0
EMP-4427,Marketing,13,3.4,1.7,147069,1
EMP-4428,Sales,9,2.5,3.3,129621,0
EMP-4429,Sales,11,1.6,4.5,118690,0
EMP-4430,Marketing,13,1.5,4.6,118117,1
EMP-4431,Marketing,14,1.7,1.2,153757,1
EMP-4432,Sales,13,4.6,1.3,120228,0
EMP-4433,Finance,14,4.9,1.9,77601,0
EMP-4434,Engineering,5,4.3,3.7,54527,0
EMP-4435,Finance,9,3.8,3.0,171974,0
EMP-4436,Marketing,5,2.3,2.2,168519,1
EMP-4437,Engineering,5,4.5,1.7,123827,1
EMP-4438,HR,15,1.8,1.3,85071,0
EMP-4439,Finance,4,3.0,3.8,176272,1
EMP-4440,Finance,11,4.7,2.7,161436,0
EMP-4441,Engineering,8,1.2,4.2,70282,1
EMP-4442,HR,11,5.0,2.1,92599,0
EMP-4443,Sales,12,5.0,3.5,75746,1
EMP-4444,Finance,8,3.6,4.0,136864,0
EMP-4445,HR,14,2.2,4.1,70890,1
EMP-4446,Engineering,4,2.2,2.7,140936,1
EMP-4447,Marketing,9,4.5,4.7,171891,0
EMP-4448,HR,14,1.8,2.7,167557,1
EMP-4449,Sales,15,2.0,1.5,141501,0
EMP-4450,Sales,8,3.0,1.3,184619,0
EMP-4451,Engineering,11,1.0,2.9,174141,1
EMP-4452,Engineering,7,2.7,4.3,122976,0
EMP-4453,HR,13,3.1,4.2,154269,0
EMP-4454,Sales,11,4.1,1.9,56344,1
EMP-4455,HR,11,1.2,3.2,182015,0
EMP-4456,Marketing,10,3.8,3.1,79178,0
EMP-4457,Sales,9,4.2,1.8,74259,0
EMP-4458,Finance,3,3.2,3.7,196641,0
EMP-4459,HR,8,1.6,3.5,87962,0
EMP-4460,Engineering,6,3.9,3.4,176282,0
EMP-4461,HR,13,4.6,2.6,82770,0
EMP-4462,Sales,8,4.0,2.3,113636,0
EMP-4463,Sales,14,3.2,4.9,58373,0
EMP-4464,Finance,13,1.3,3.1,105995,1
EMP-4465,Engineering,2,2.5,2.7,147608,1
EMP-4466,Marketing,14,3.7,3.1,72295,0
EMP-4467,HR,12,3.3,4.7,66249,0
EMP-4468,Engineering,9,1.1,2.8,103151,1
EMP-4469,Finance,7,1.7,1.2,136989,0
EMP-4470,Engineering,2,2.1,3.9,79938,1
EMP-4471,Sales,6,4.5,1.7,189556,0
EMP-4472,Sales,10,2.0,1.9,95537,0
EMP-4473,Engineering,14,1.7,2.2,71354,1
EMP-4474,HR,6,1.5,1.7,88685,0
EMP-4475,Finance,6,2.6,4.9,58514,0
EMP-4476,Marketing,15,5.0,4.5,100165,0
EMP-4477,Sales,3,2.2,1.3,167522,0
EMP-4478,Marketing,8,2.5,4.2,186272,0
EMP-4479,Finance,14,4.1,3.2,98452,0
EMP-4480,HR,2,3.0,2.9,140880,0
EMP-4481,Finance,10,4.1,2.8,50815,1
EMP-4482,Marketing,2,1.3,4.1,165445,1
EMP-4483,Finance,15,1.1,3.4,50653,1
EMP-4484,HR,1,5.0,4.6,88127,0
EMP-4485,Marketing,14,1.4,1.1,58522,0
EMP-4486,Engineering,7,4.4,2.1,60072,0
EMP-4487,Sales,14,1.4,5.0,133912,1
EMP-4488,Sales,5,2.4,2.4,72162,1
EMP-4489,HR,15,1.3,2.9,63875,1
EMP-4490,Finance,11,1.6,4.3,134744,0
EMP-4491,HR,13,3.2,4.2,195179,0
EMP-4492,Sales,14,3.1,2.7,120959,0
EMP-4493,Marketing,14,2.4,2.0,125944,0
EMP-4494,Finance,13,5.0,1.6,133031,0
EMP-4495,Marketing,11,1.8,1.2,90496,1
EMP-4496,Sales,11,3.4,3.3,59864,0
EMP-4497,Sales,12,3.6,4.8,172622,0
EMP-4498,Engineering,3,3.3,2.1,191680,0
EMP-4499,HR,10,2.0,3.3,51112,0
EMP-4500,Marketing,3,4.9,3.6,113621,0
EMP-4501,Engineering,3,1.7,4.5,53694,0
EMP-4502,Sales,11,1.5,1.3,185445,1
EMP-4503,HR,10,1.1,1.2,142376,1
EMP-4504,Finance,1,3.9,1.7,137212,1
EMP-4505,Engineering,12,2.5,3.8,121570,0
EMP-4506,HR,10,2.2,1.4,165292,1
EMP-4507,Finance,13,1.2,4.9,52169,1
EMP-4508,Engineering,3,3.7,4.0,92555,0
EMP-4509,Finance,12,2.1,4.7,60134,1
EMP-4510,Finance,12,4.1,1.8,92248,1
EMP-4511,Finance,6,3.6,2.2,144763,0
EMP-4512,Finance,3,4.1,1.7,199849,0
EMP-4513,Finance,5,1.8,3.3,128443,1
EMP-4514,HR,9,2.9,4.0,181583,0
EMP-4515,Sales,3,1.9,1.7,198024,1
EMP-4516,Finance,6,3.2,3.3,77637,0
EMP-4517,Sales,2,1.2,4.4,56630,0
EMP-4518,Marketing,14,1.2,4.0,70871,1
EMP-4519,Engineering,11,4.3,1.1,119812,0
EMP-4520,HR,15,1.7,1.0,77191,0
EMP-4521,HR,6,4.0,1.9,123092,0
EMP-4522,Finance,5,3.2,2.6,126158,0
EMP-4523,Marketing,12,3.6,3.2,109916,0
EMP-4524,HR,13,1.4,2.2,80358,0
EMP-4525,Sales,15,3.7,4.9,155487,0
EMP-4526,Marketing,1,4.5,1.5,58262,0
EMP-4527,Sales,7,3.3,3.4,61196,0
EMP-4528,HR,2,4.6,2.1,116489,0
EMP-4529,HR,14,4.1,3.5,172996,0
EMP-4530,Sales,8,1.2,3.7,144335,0
EMP-4531,HR,11,1.6,2.8,132927,0
EMP-4532,Sales,8,4.5,4.2,153462,0
EMP-4533,Finance,8,3.1,4.0,119919,0
EMP-4534,HR,4,3.3,1.8,69707,0
EMP-4535,HR,4,2.3,2.0,77365,1
EMP-4536,Sales,3,3.9,1.9,170275,0
EMP-4537,Marketing,7,3.4,2.9,170934,0
EMP-4538,Marketing,13,4.6,4.2,78696,0
EMP-4539,Marketing,9,4.6,2.9,167299,1
EMP-4540,Marketing,2,3.5,1.1,95714,0
EMP-4541,Marketing,4,4.0,4.5,104428,0
EMP-4542,HR,2,4.6,4.2,190485,1
EMP-4543,Finance,14,4.8,1.6,93585,0
EMP-4544,Marketing,13,3.1,4.6,100062,0
EMP-4545,Sales,1,3.8,4.9,118195,0
EMP-4546,Marketing,6,3.6,1.6,162262,0
EMP-4547,HR,3,4.9,2.7,102897,1
EMP-4548,Engineering,1,3.0,4.3,197219,0
EMP-4549,HR,11,4.3,1.8,161440,0
EMP-4550,Finance,14,4.7,1.4,90479,0
EMP-4551,Marketing,9,3.2,2.7,62157,1
EMP-4552,Finance,14,2.3,1.9,133055,0
EMP-4553,Sales,8,3.0,2.2,82211,0
EMP-4554,Sales,7,1.9,2.5,167490,0
EMP-4555,Engineering,7,1.7,3.9,145343,0
EMP-4556,Sales,5,3.0,2.6,160814,0
EMP-4557,Marketing,7,2.8,4.7,93648,0
EMP-4558,HR,4,2.0,1.8,153026,1
EMP-4559,Finance,3,2.9,3.6,121470,0
EMP-4560,Engineering,3,1.6,1.5,63431,0
EMP-4561,Sales,6,4.5,2.1,65081,0
EMP-4562,HR,15,4.5,4.6,125355,0
EMP-4563,Finance,9,2.9,2.5,57913,0
EMP-4564,Marketing,7,5.0,2.3,172425,0
EMP-4565,Finance,9,4.2,4.5,63774,0
EMP-4566,Finance,4,3.0,3.3,89849,0
EMP-4567,Engineering,2,4.4,2.2,139163,0
EMP-4568,Marketing,1,1.0,2.0,65149,0
EMP-4569,Marketing,5,1.8,4.7,184186,1
EMP-4570,Engineering,2,4.1,2.6,128138,0
EMP-4571,Sales,8,2.6,2.2,129001,0
EMP-4572,Marketing,5,1.9,3.7,122558,1
EMP-4573,Engineering,3,2.4,3.3,151361,1
EMP-4574,Sales,12,3.9,3.8,188636,0
EMP-4575,Engineering,8,1.1,1.6,164467,1
EMP-4576,Engineering,14,3.1,4.8,125435,1
EMP-4577,HR,5,3.3,2.7,67843,0
EMP-4578,HR,11,2.3,4.4,52751,1
EMP-4579,Engineering,11,2.3,1.0,142772,0
EMP-4580,Engineering,4,3.2,3.5,163493,0
EMP-4581,HR,2,1.0,4.2,55765,0
EMP-4582,Finance,6,3.0,4.1,129374,0
EMP-4583,Engineering,10,1.9,2.9,144669,1
EMP-4584,HR,3,2.1,4.3,158351,1
EMP-4585,Engineering,6,1.3,1.5,194995,1
EMP-4586,Sales,9,2.6,2.8,167673,0
EMP-4587,HR,9,1.4,4.9,169729,0
EMP-4588,Sales,14,1.7,1.6,152172,1
EMP-4589,Finance,6,4.7,3.9,158770,0
EMP-4590,HR,5,1.9,3.8,192150,0
EMP-4591,Sales,11,1.2,4.4,111388,0
EMP-4592,Sales,11,2.9,1.7,71748,0
EMP-4593,Finance,13,2.1,2.4,194023,1
EMP-4594,Finance,15,3.3,1.6,66264,0
EMP-4595,Engineering,2,3.0,3.9,75782,0
EMP-4596,Sales,14,2.0,4.6,166700,0
EMP-4597,Engineering,2,1.1,1.8,167012,0
EMP-4598,Finance,6,4.2,3.7,57400,0
EMP-4599,Marketing,7,4.8,1.5,185660,0
EMP-4600,Finance,3,4.8,3.2,136965,0
EMP-4601,Sales,8,3.1,1.5,119126,0
EMP-4602,Finance,10,2.9,4.6,179503,0
EMP-4603,Marketing,4,4.9,1.3,84416,0
EMP-4604,Engineering,9,4.6,1.9,131404,0
EMP-4605,Sales,10,3.9,1.8,111879,0
EMP-4606,Engineering,14,4.1,1.9,196705,0
EMP-4607,Engineering,1,3.8,1.1,57208,1
EMP-4608,Engineering,1,4.7,1.3,80196,0
EMP-4609,Sales,1,4.8,4.6,153508,0
EMP-4610,Engineering,12,1.2,4.9,84180,0
EMP-4611,Engineering,14,4.4,2.6,129209,0
EMP-4612,Sales,10,2.1,3.6,182486,0
EMP-4613,Engineering,3,1.7,3.2,81131,0
EMP-4614,Sales,12,1.1,2.4,73084,0
EMP-4615,Finance,2,2.9,3.7,117653,0
EMP-4616,Engineering,12,2.0,1.4,170013,0
EMP-4617,Engineering,11,2.3,3.4,80060,1
EMP-4618,Sales,10,2.8,2.8,90566,0
EMP-4619,Engineering,4,3.3,3.2,184006,0
EMP-4620,Marketing,6,3.2,4.5,76495,1
EMP-4621,HR,9,1.3,4.8,143097,0
EMP-4622,Finance,11,4.1,1.9,139957,0
EMP-4623,Marketing,4,1.5,3.6,188934,0
EMP-4624,Marketing,10,4.3,3.0,155330,0
EMP-4625,Finance,5,2.7,3.4,91159,0
EMP-4626,HR,4,4.0,1.6,129202,0
EMP-4627,HR,7,3.4,4.9,110772,0
EMP-4628,Sales,1,1.6,1.9,58828,1
EMP-4629,Marketing,3,2.3,1.5,56977,0
EMP-4630,Marketing,9,3.6,1.6,175878,0
EMP-4631,Finance,1,3.4,4.7,84568,0
EMP-4632,HR,10,3.3,4.5,178823,0
EMP-4633,Marketing,5,3.8,3.0,97004,0
EMP-4634,Finance,11,1.1,3.9,183408,0
EMP-4635,Marketing,14,1.9,4.8,169540,1
EMP-4636,Finance,7,4.6,1.8,114925,0
EMP-4637,Finance,2,2.8,1.0,85183,0
EMP-4638,Engineering,15,1.5,1.8,144661,0
EMP-4639,Finance,15,1.1,1.8,72173,1
EMP-4640,Marketing,2,1.1,3.6,116669,0
EMP-4641,HR,8,1.2,3.8,181971,0
EMP-4642,Marketing,1,4.9,1.9,141599,0
EMP-4643,HR,3,4.2,4.3,142675,0
EMP-4644,Engineering,7,1.5,4.9,165716,1
EMP-4645,Marketing,10,2.1,1.5,75787,1
EMP-4646,Sales,8,3.0,4.4,182432,0
EMP-4647,Sales,4,3.6,2.1,153933,0
EMP-4648,Engineering,2,3.2,4.8,196648,0
EMP-4649,Engineering,3,4.6,3.7,93364,1
EMP-4650,HR,11,3.6,3.2,60588,0
EMP-4651,Marketing,15,4.8,1.9,114229,0
EMP-4652,Sales,3,1.7,1.8,80679,0
EMP-4653,Finance,8,2.3,2.2,169002,0
EMP-4654,Finance,7,1.6,3.2,171594,1
EMP-4655,Finance,8,3.3,2.6,109225,0
EMP-4656,Engineering,2,1.8,2.0,145018,0
EMP-4657,Finance,7,4.9,2.5,159568,0
EMP-4658,Finance,13,3.8,3.8,79410,0
EMP-4659,Finance,13,1.7,2.0,165961,0
EMP-4660,HR,11,2.2,4.6,55899,1
EMP-4661,HR,8,2.6,3.0,52003,0
EMP-4662,Marketing,8,4.1,4.9,162536,0
